#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-12-18T13:27:50 [V7.4.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-12-18T13:27:51	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=9999&-source=J/ApJ/890/46/table2&-order=I&-out=TIC&-out=DatePk&-out=FluxPk&-out=Energy&-out=Duration&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18900046
#Name: J/ApJ/890/46
#Title: Superflares on solar-type stars from TESS first year (Tu+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/apj/890/46	    IVOID of underlying data collection
#INFO	creator=Tu Z.-L.	    First author or institution
#INFO	cites=bibcode:2020ApJ...890...46T	    Article or Data origin sources
#INFO	editor=Astrophysical Journal (AAS)	    Editor name (article)
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/890/46	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18900046	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-09-29	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_890_46_table2:
#Name: J/ApJ/890/46/table2
#Title: Superflares
#Column	TIC	(I9)	[737327/468899939] TESS identifier	[ucd=meta.id;meta.main]
#Column	DatePk	(F9.4)	[1325.58/1681.99] Date of superflares' peak	[ucd=time.epoch]
#Column	FluxPk	(E8.1)	[1.29e+31/7.9e+33] Peak Flux (1)	[ucd=phot.flux.density;em.opt]
#Column	Energy	(E8.1)	[4.75e+33/1.8e+37] Superflare energy	[ucd=phys.energy]
#Column	Duration	(F8.2)	[480/15960] Superflare duration	[ucd=time.duration]
TIC	DatePk	FluxPk	Energy	Duration
424911242	1663.2950	 4.7e+31	 4.0e+34	 1560.02
424911242	1680.2992	 5.1e+31	 7.6e+34	 2519.98
 50345701	1335.9088	 6.6e+31	 3.1e+34	 1199.99
 50345701	1332.1658	 5.1e+31	 2.9e+34	 1560.00
 50345701	1678.1614	 9.1e+31	 2.0e+35	 4920.04
 50345701	1661.9223	 8.1e+31	 6.8e+34	 2520.04
 50345701	1671.6516	 5.3e+31	 7.8e+34	 3240.04
266997586	1328.6692	 3.4e+31	 4.1e+34	 3360.00
266997586	1673.9800	 2.8e+31	 1.5e+34	 1320.02
425976940	1325.5899	 1.5e+31	 1.9e+34	 1920.04
425976940	1333.0692	 2.7e+31	 3.2e+34	 2520.04
425976940	1352.4179	 1.6e+31	 1.4e+34	 1560.00
425976940	1361.7624	 5.3e+31	 3.6e+35	14399.91
355650859	1357.5091	 7.7e+31	 1.4e+35	 3119.97
401840741	1358.6101	 5.8e+31	 1.2e+35	 3480.08
401840741	1363.3463	 2.0e+32	 2.7e+35	 4080.08
401840741	1364.8269	 2.7e+32	 3.5e+35	 5280.09
175491080	1389.2075	 3.8e+31	 4.5e+34	 2520.05
175491080	1400.3007	 4.1e+31	 3.9e+34	 3000.03
175491080	1389.9255	 2.1e+32	 2.0e+35	 3480.07
175491080	1394.2867	 4.2e+31	 7.5e+34	 3840.06
175491080	1398.8896	 4.7e+31	 5.0e+34	 3000.04
175491080	1402.3243	 1.9e+32	 3.3e+35	 4320.04
175491080	1388.4533	 4.4e+31	 1.8e+35	 7440.17
175491080	1411.7841	 4.9e+31	 4.9e+34	 2040.00
175491080	1413.5285	 2.8e+31	 4.1e+34	 2159.99
175491080	1415.3160	 8.8e+31	 1.1e+35	 2759.99
175491080	1416.4618	 6.0e+31	 9.0e+34	 3959.97
175491080	1422.6868	 2.6e+31	 1.8e+34	 1319.98
175491080	1427.4186	 2.8e+31	 2.3e+34	 1319.98
175491080	1428.3797	 4.0e+31	 8.0e+34	 4319.92
219998026	1400.0416	 2.4e+31	 4.1e+34	 3599.94
219998026	1399.4555	 2.0e+32	 3.0e+35	 5519.91
279343302	1389.4156	 2.1e+31	 1.3e+34	 1200.03
279343302	1398.2269	 1.9e+31	 1.6e+34	 1440.02
279343302	1413.4589	 1.9e+31	 1.7e+34	 1439.99
 65291141	1399.3319	 4.5e+31	 5.0e+34	 1560.02
  7586485	1411.2694	 5.5e+31	 6.9e+34	 2640.06
  7586485	1428.4168	 3.6e+31	 4.8e+34	 2520.01
  7586485	1440.9098	 2.1e+31	 1.4e+34	  959.99
  7586485	1442.7237	 9.3e+31	 5.1e+34	 1559.99
  7586485	1447.3084	 3.2e+31	 4.4e+34	 2279.97
  7586485	1457.0429	 3.8e+31	 8.1e+34	 3599.92
 13955147	1415.5771	 2.6e+31	 2.4e+34	 1560.04
 44797824	1426.8080	 6.4e+31	 3.8e+34	 1200.02
 44797824	1435.3414	 5.5e+31	 7.5e+34	 2760.00
 44797824	1411.3757	 4.3e+31	 1.1e+35	 3840.13
 44797824	1439.3331	 7.9e+31	 5.6e+34	 1680.00
 44797824	1444.2636	 6.0e+31	 6.3e+34	 2039.98
 44797824	1454.0412	 7.6e+31	 1.1e+35	 3119.94
 44797824	1454.6412	 4.5e+31	 4.6e+34	 1799.97
 44797824	1455.7842	 8.0e+31	 1.3e+35	 3239.93
 77371445	1412.1354	 6.0e+31	 5.3e+34	 2880.08
 77371445	1431.8150	 2.1e+31	 4.0e+34	 4440.04
 77371445	1457.5080	 3.0e+31	 6.6e+34	 4319.96
 77371445	1459.2066	 3.1e+32	 5.4e+35	 6479.92
101100599	1414.8693	 4.6e+31	 4.7e+34	 2160.01
101100599	1432.0929	 2.2e+31	 2.9e+34	 2159.98
144162567	1424.6955	 6.2e+31	 1.0e+35	 3600.01
144162567	1425.5400	 2.9e+31	 2.5e+34	 1560.00
144162567	1431.6469	 3.6e+31	 2.3e+34	 1559.99
144162567	1442.1274	 3.0e+31	 2.3e+34	 1439.98
144162567	1443.7912	 3.0e+31	 3.8e+34	 2399.96
144162567	1446.2912	 1.9e+31	 3.5e+34	 2759.95
144162567	1456.2715	 3.9e+31	 6.3e+34	 3239.92
153710618	1415.2592	 3.9e+31	 4.5e+34	 2160.03
153710618	1421.4162	 3.9e+31	 3.5e+34	 1680.01
153710618	1441.7287	 3.7e+31	 3.8e+34	 2039.99
166874846	1432.0924	 3.2e+31	 7.2e+34	 4199.99
166874846	1413.3159	 5.1e+31	 1.0e+35	 4560.10
166874846	1443.2340	 4.4e+31	 8.4e+34	 3959.95
166874846	1456.8463	 4.1e+31	 8.1e+34	 4319.88
166874846	1458.6281	 2.5e+31	 3.7e+34	 3119.91
166874846	1458.7129	 2.7e+31	 4.7e+34	 3119.91
168696027	1430.0966	 1.1e+32	 2.7e+35	 5160.02
168696027	1426.9146	 3.9e+31	 7.2e+34	 3240.03
168696027	1443.3201	 8.0e+31	 1.1e+35	 2759.97
168696027	1455.3060	 4.0e+31	 4.0e+34	 1559.97
168696027	1459.0046	 5.1e+31	 8.8e+34	 3359.91
178285451	1431.7416	 3.2e+31	 3.8e+34	 2040.01
178285451	1432.6930	 3.3e+31	 2.6e+34	 1200.00
178285451	1458.0218	 3.7e+31	 2.5e+34	 1199.97
178285451	1462.5772	 4.7e+31	 5.9e+34	 1919.93
179050471	1421.4923	 9.2e+31	 2.2e+34	  720.01
179050471	1421.5298	 8.7e+31	 1.3e+35	 3480.06
179050471	1463.8241	 7.3e+31	 9.0e+34	 2639.92
257605131	1412.1375	 3.6e+31	 2.5e+34	 1320.03
257644579	1412.9914	 2.7e+32	 3.9e+35	 3600.11
257644579	1432.2223	 8.1e+31	 5.3e+34	 1440.02
257644579	1434.5987	 8.2e+31	 4.5e+34	 1440.01
257644579	1433.7432	 1.1e+32	 9.0e+34	 2040.02
257644579	1426.5111	 7.2e+31	 4.6e+34	 1440.03
257644579	1440.0599	 1.2e+32	 1.1e+35	 1800.01
257644579	1446.1641	 8.4e+31	 7.9e+34	 1680.00
257644579	1454.9793	 5.2e+31	 6.3e+34	 1919.99
257644579	1457.7681	 5.1e+31	 5.5e+34	 1799.98
257644579	1458.3737	 5.1e+31	 5.9e+34	 1919.98
259540732	1434.0005	 1.8e+31	 1.0e+34	  960.00
161476008	1432.8187	 2.0e+31	 2.7e+34	 2280.01
161476008	1458.4644	 2.5e+31	 4.1e+34	 2519.97
279492354	1425.6836	 3.5e+31	 4.2e+34	 1920.04
 20096356	1438.1410	 5.4e+31	 5.9e+34	 2640.08
 20096356	1438.2382	 2.8e+31	 1.0e+34	  840.03
 20096356	1453.8233	 3.0e+31	 3.8e+34	 2400.05
 20096356	1454.7552	 1.5e+32	 1.6e+35	 2880.05
 20096356	1458.1831	 1.5e+32	 2.4e+35	 3960.05
 20096356	1459.5748	 6.2e+31	 1.2e+35	 4320.05
 20096356	1442.0897	 2.2e+31	 1.8e+34	 1440.04
 20096356	1442.3453	 7.4e+31	 5.0e+34	 1920.05
 20096356	1444.3689	 8.6e+31	 8.1e+34	 2880.07
 20096356	1444.5537	 3.2e+31	 3.1e+34	 2400.06
 20096356	1444.7953	 4.5e+31	 6.2e+34	 2880.07
 20096356	1446.1245	 2.6e+31	 1.7e+34	 1440.03
 20096356	1449.8232	 6.7e+31	 7.5e+34	 2880.04
 20096356	1470.4776	 7.4e+31	 8.9e+34	 3000.01
 20096356	1470.7721	 2.3e+31	 1.5e+34	 1080.00
 20096356	1475.0568	 9.3e+31	 2.1e+35	 4559.98
 21434829	1443.6857	 9.6e+31	 1.7e+35	 2880.05
 21434829	1443.8288	 6.4e+31	 9.1e+34	 2640.05
 21434829	1447.5302	 4.7e+31	 5.2e+34	 2160.03
 21434829	1461.7998	 1.4e+32	 2.8e+35	 3720.00
 21434829	1474.3901	 1.2e+32	 2.1e+35	 4799.96
 21434829	1479.4636	 2.5e+32	 2.9e+35	 3239.97
 21434829	1483.1386	 2.9e+32	 4.2e+35	 3719.95
 21540586	1448.9316	 9.6e+31	 6.9e+34	 1440.02
 21540586	1450.0233	 1.2e+32	 1.3e+35	 2160.02
 21540586	1453.9539	 8.9e+31	 7.8e+34	 1560.02
 21540586	1459.5859	 3.4e+32	 5.6e+35	 5520.03
 21540586	1442.1912	 1.2e+32	 2.7e+35	 5400.12
 21540586	1471.4484	 1.3e+32	 1.5e+35	 2399.99
 21540586	1481.8039	 1.6e+32	 1.7e+35	 2519.98
 21540586	1483.5955	 5.8e+31	 9.6e+34	 3119.96
 21540586	1489.9746	 3.4e+32	 1.0e+36	 5879.87
 21649667	1443.7149	 1.7e+33	 3.7e+35	  480.01
 30946742	1446.0339	 6.0e+31	 7.3e+34	 2400.03
 30946742	1452.2812	 1.3e+32	 2.0e+35	 3600.04
 30946742	1474.0672	 9.9e+31	 5.4e+34	 1199.98
 78055898	1440.5057	 4.0e+31	 3.2e+34	 1200.03
 78055898	1445.2460	 6.3e+31	 1.3e+35	 3480.05
 78055898	1445.6863	 6.1e+31	 1.4e+35	 4680.06
 78055898	1446.5905	 4.9e+31	 1.2e+35	 4200.05
 78055898	1449.1280	 3.5e+31	 4.3e+34	 2160.01
 78055898	1454.2128	 8.4e+31	 5.3e+34	 1440.01
 78055898	1457.7114	 4.0e+31	 2.4e+34	 1200.00
 78055898	1462.8197	 1.5e+32	 2.3e+35	 3359.98
 78055898	1455.3114	 5.3e+31	 3.5e+34	 1320.01
 78055898	1474.4113	 5.2e+31	 8.5e+34	 2399.96
 92845906	1438.1467	 1.5e+32	 1.9e+35	 3120.12
 92845906	1439.8509	 6.3e+31	 7.8e+34	 2160.08
 92845906	1453.0499	 5.1e+31	 5.5e+34	 1800.03
 92845906	1456.4527	 8.0e+31	 1.1e+35	 2520.03
 92845906	1459.9124	 1.8e+32	 2.6e+35	 3840.02
 92845906	1442.4288	 1.2e+32	 2.1e+35	 3960.12
 92845906	1442.6705	 5.9e+31	 5.2e+34	 1560.05
 92845906	1445.0719	 7.3e+31	 4.4e+34	 1080.03
 92845906	1446.6178	 7.8e+31	 1.0e+35	 2760.06
 92845906	1447.4206	 5.2e+31	 9.7e+34	 3000.06
 92845906	1447.5664	 6.3e+31	 4.1e+34	 1080.02
 92845906	1449.4303	 3.1e+32	 3.8e+35	 3360.05
 92845906	1452.1693	 8.7e+31	 8.0e+34	 1920.04
 92845906	1454.1165	 1.3e+32	 2.7e+35	 4320.07
 92845906	1440.5079	 4.9e+31	 6.7e+34	 2400.08
 92845906	1452.4693	 8.5e+31	 1.8e+35	 4560.09
 92845906	1460.1791	 8.1e+31	 1.2e+35	 2280.01
 92845906	1462.6361	 1.1e+32	 1.0e+35	 2160.00
 92845906	1470.0916	 7.8e+31	 1.1e+35	 2519.98
 92845906	1473.2985	 9.0e+31	 1.7e+35	 3479.96
 92845906	1480.2970	 1.4e+32	 3.0e+35	 3959.93
 92845906	1482.1289	 5.8e+31	 6.7e+34	 2039.96
139396805	1456.1553	 2.2e+31	 2.1e+34	 1560.01
139396805	1456.6095	 7.6e+31	 3.1e+34	 1080.01
140209922	1444.2554	 8.0e+31	 6.0e+34	 1800.04
140209922	1445.7582	 6.6e+31	 4.3e+34	 1440.02
140209922	1455.3778	 6.0e+31	 7.2e+34	 2280.03
140209922	1470.8001	 3.2e+31	 2.2e+34	 1080.00
140209922	1474.1375	 6.7e+31	 6.9e+34	 2519.98
140209922	1476.4250	 5.6e+31	 3.7e+34	 1559.98
153834085	1443.8747	 6.2e+31	 4.6e+34	 1319.99
153834085	1459.9384	 4.7e+31	 7.1e+34	 2519.95
192848409	1441.5758	 9.9e+31	 1.3e+35	 3120.05
192848409	1454.3842	 2.3e+31	 2.6e+34	 2160.02
192848409	1455.2898	 6.0e+31	 9.4e+34	 3240.02
192848409	1446.3231	 3.4e+31	 1.8e+35	11040.12
192848409	1462.1495	 2.1e+32	 3.4e+35	 6719.98
192848409	1479.0203	 1.8e+32	 4.0e+35	 5399.95
192848409	1474.1564	 3.2e+31	 9.9e+34	 6599.93
290716988	1440.7433	 6.0e+31	 8.3e+34	 4680.07
290716988	1450.0350	 2.4e+31	 3.1e+34	 2880.01
290716988	1457.4462	 3.4e+31	 1.5e+34	 1440.00
290716988	1459.7295	 2.0e+31	 9.1e+33	 1080.00
290716988	1469.5864	 4.3e+31	 3.2e+34	 2639.99
290716988	1469.7698	 2.7e+31	 2.3e+34	 2639.99
290716988	1487.8029	 5.5e+31	 5.4e+34	 3479.94
393228453	1448.2533	 8.2e+31	 9.8e+34	 2640.02
393228453	1451.7547	 2.6e+32	 4.5e+35	 4560.05
393228453	1458.2075	 7.6e+31	 9.4e+34	 2760.01
393228453	1442.6796	 5.7e+31	 9.9e+34	 3720.06
393228453	1442.7907	 5.4e+31	 1.1e+35	 3360.05
393228453	1469.7700	 6.1e+31	 1.3e+35	 3719.99
393228453	1474.6714	 1.4e+32	 3.5e+35	 5039.96
393228453	1476.1172	 8.4e+31	 8.5e+34	 2159.98
453856222	1461.7592	 1.0e+32	 1.2e+35	 2399.99
 24535497	1478.3695	 8.1e+31	 6.1e+34	 1679.98
100609635	1471.2213	 7.1e+31	 2.2e+34	  840.00
119289797	1471.2926	 4.3e+31	 4.9e+34	 1920.02
119289797	1485.2329	 6.2e+31	 5.9e+34	 2400.00
119289797	1502.7453	 1.4e+32	 3.3e+35	 4679.92
130572079	1472.6770	 2.7e+31	 3.0e+34	 2040.04
143141591	1479.2695	 6.5e+31	 4.8e+34	 1920.00
148002142	1469.6761	 2.8e+31	 1.7e+34	 1080.02
148002142	1482.5096	 2.4e+31	 2.9e+34	 2040.02
148002142	1505.7470	 2.9e+31	 4.1e+34	 2399.98
157212164	1471.8842	 7.6e+31	 5.3e+34	 1440.03
157212164	1511.7122	 7.0e+31	 1.0e+35	 2999.97
231936787	1476.6660	 6.8e+31	 1.2e+35	 2759.99
231936787	1497.9687	 1.0e+32	 9.8e+34	 2039.98
354571604	1483.0118	 3.2e+31	 2.4e+34	 1199.98
354571604	1488.1215	 5.8e+31	 2.8e+34	 1079.98
255552474	1500.0013	 8.4e+31	 5.4e+34	 1559.99
445392997	1515.3934	 2.6e+32	 2.0e+35	 1680.00
123029030	1502.3149	 6.0e+31	 1.0e+35	 3720.02
123029030	1537.7994	 5.2e+31	 1.5e+35	 4679.91
123029030	1523.7232	 4.2e+31	 4.3e+34	 1919.99
123029030	1536.7106	 5.2e+31	 3.5e+34	 1199.98
156920968	1507.2991	 6.3e+31	 6.9e+34	 2159.98
156920968	1511.9421	 9.9e+31	 1.1e+35	 2159.97
156933657	1492.3117	 4.6e+31	 4.1e+34	 1680.00
156933657	1497.6034	 7.9e+31	 7.2e+34	 1679.99
 22120766	1526.7724	 1.3e+32	 2.2e+35	 4440.11
175305230	1538.7235	 8.5e+32	 1.4e+36	 3239.93
264767366	1523.9096	 1.1e+32	 9.1e+34	 1800.02
264767366	1535.0708	 6.6e+31	 1.2e+35	 3600.02
294270749	1536.9303	 8.2e+31	 3.1e+34	  600.00
315095307	1539.1100	 5.1e+31	 6.9e+34	 3840.01
315095307	1554.0794	 1.2e+32	 1.8e+35	 4439.91
315095307	1548.2669	 2.1e+31	 2.3e+34	 1679.99
315095307	1554.6446	 2.3e+31	 1.2e+34	 1079.98
383615666	1519.4725	 7.9e+31	 4.4e+34	 1320.04
400598180	1520.5689	 9.3e+31	 8.9e+34	 1920.05
400598180	1540.5511	 5.3e+31	 7.2e+34	 2280.01
400598180	1547.6442	 2.1e+32	 4.4e+35	 4560.01
401683991	1527.1010	 1.2e+32	 1.2e+35	 2520.04
401683991	1559.2193	 6.6e+31	 9.2e+34	 3479.98
132965136	1558.4086	 2.7e+32	 3.5e+35	 4440.03
132965136	1567.1364	 6.7e+31	 1.2e+35	 3119.98
132965136	1548.7890	 7.3e+31	 7.8e+34	 2280.04
132965136	1550.8682	 6.2e+31	 8.4e+34	 2160.03
132965136	1573.7669	 7.3e+31	 1.2e+35	 2519.98
298690606	1548.9275	 3.3e+32	 3.8e+35	 3480.04
298690606	1558.1040	 1.1e+32	 1.4e+35	 3000.02
298690606	1564.8679	 1.0e+32	 1.4e+35	 2399.99
298690606	1593.5217	 8.7e+31	 1.2e+35	 2639.93
298690606	1578.8344	 2.5e+32	 1.9e+35	 2399.97
298690606	1574.3873	 9.3e+31	 4.8e+34	 1079.99
298690606	1593.7675	 7.7e+31	 9.2e+34	 2159.94
300142103	1551.2422	 1.3e+32	 1.5e+35	 1800.01
359740883	1547.9434	 1.2e+32	 1.9e+35	 3840.07
359740883	1562.8034	 6.9e+31	 2.3e+35	 7080.06
359740883	1570.7214	 5.3e+32	 1.2e+36	 5880.02
457573832	1560.9319	 2.7e+32	 2.6e+35	 3360.06
 25950248	1555.3638	 7.7e+31	 1.1e+35	 2399.95
189570671	1544.4793	 1.2e+32	 2.3e+35	 3359.99
298079609	1565.6359	 7.4e+31	 4.2e+34	 1440.00
436804673	1566.7510	 9.6e+31	 5.8e+34	 1199.99
436804673	1579.8273	 1.5e+32	 1.1e+35	 1439.98
436804673	1583.4564	 9.6e+31	 9.8e+34	 1559.98
436804673	1584.2050	 9.6e+31	 1.4e+35	 2519.96
 15444490	1576.9203	 1.7e+32	 1.9e+35	 2760.07
 15444490	1598.8802	 2.8e+32	 7.2e+35	 5159.99
 21168851	1588.9650	 3.5e+31	 2.3e+34	 1440.02
 21168851	1615.0621	 2.2e+31	 2.2e+34	 1799.96
 66944319	1586.6465	 5.4e+32	 1.3e+36	 5280.07
 66944319	1590.5341	 5.6e+32	 8.8e+35	 4800.04
 66944319	1615.3200	 4.8e+32	 8.3e+35	 4799.92
 66944319	1614.0409	 1.1e+32	 8.7e+34	 1919.97
122189102	1573.7173	 4.7e+31	 8.1e+34	 2519.97
272438475	1570.8225	 7.2e+31	 1.4e+35	 3120.00
273817886	1578.1675	 4.6e+31	 6.8e+34	 3000.08
273817886	1585.9885	 8.1e+31	 1.9e+35	 4440.08
304531034	1592.2474	 1.6e+32	 2.7e+35	 3720.04
319218849	1579.5651	 1.2e+32	 6.1e+34	 1200.02
319218849	1590.9028	 2.2e+32	 2.9e+35	 2880.03
319218849	1602.8223	 8.8e+31	 1.2e+35	 2760.00
372810731	1588.5465	 4.9e+31	 3.0e+34	 1320.01
372810731	1576.6631	 3.1e+32	 1.9e+35	 3120.04
372810731	1616.3950	 5.4e+32	 1.6e+36	 6239.93
372810731	1613.9575	 6.2e+31	 4.3e+34	 1199.99
376382827	1581.2380	 1.1e+32	 6.9e+34	 2160.03
398085117	1577.1576	 4.0e+31	 3.7e+34	 1680.03
398085117	1592.9786	 4.2e+31	 2.8e+34	 1440.01
398085117	1594.3230	 4.5e+31	 6.0e+34	 2280.01
398085117	1586.1896	 2.5e+32	 2.7e+35	 3240.04
398085117	1621.9730	 4.6e+31	 5.7e+34	 2879.96
398085117	1613.5675	 3.3e+31	 4.3e+34	 2279.99
398085117	1616.7605	 3.1e+31	 3.5e+34	 1799.99
399367577	1583.6593	 6.1e+31	 6.1e+34	 2040.02
433448211	1586.7840	 6.3e+31	 7.9e+34	 3120.05
433448211	1573.6990	 1.5e+32	 1.2e+35	 1920.06
433448211	1580.8019	 2.3e+32	 1.3e+35	 2640.05
433448211	1591.4188	 1.2e+32	 2.6e+35	 4680.05
433448211	1576.1671	 9.6e+31	 3.6e+35	 9000.24
460105389	1571.5080	 1.6e+32	 2.4e+35	 4080.06
460765494	1593.5136	 1.7e+32	 1.7e+35	 2639.99
460765494	1598.2261	 3.1e+32	 3.8e+35	 3119.98
460765494	1621.1772	 2.0e+32	 1.9e+35	 2759.93
460765494	1622.8896	 2.2e+32	 4.9e+35	 3959.90
460765494	1607.9691	 1.6e+32	 1.2e+35	 1919.97
460765494	1614.4842	 6.2e+31	 4.6e+34	 1199.98
278271292	1619.5707	 1.3e+32	 1.2e+35	 1920.02
278271292	1623.2805	 1.5e+32	 1.6e+35	 2160.02
278271292	1637.9556	 9.4e+31	 9.8e+34	 1680.00
304417560	1598.1461	 1.7e+32	 1.3e+35	 1800.01
304417560	1598.7030	 1.5e+32	 3.2e+35	 3840.02
304417560	1607.1613	 9.3e+31	 7.7e+34	 1440.00
307783750	1621.7539	 2.3e+32	 2.2e+35	 2519.98
307783750	1617.1012	 8.6e+31	 8.1e+34	 2039.99
309582191	1600.6655	 4.7e+31	 6.9e+34	 3600.06
326742300	1601.8452	 1.8e+32	 2.2e+35	 2640.06
326742300	1608.9495	 1.6e+32	 1.8e+35	 2040.03
326742300	1644.9881	 1.3e+32	 1.3e+35	 1679.96
326742300	1631.0773	 7.6e+31	 2.4e+35	 4319.96
343709282	1604.1183	 9.3e+31	 1.4e+35	 5160.11
343709282	1637.9671	 6.4e+31	 3.7e+34	 1559.98
359627920	1598.7560	 3.9e+31	 2.5e+34	 1200.00
418282828	1604.2636	 5.4e+31	 5.6e+34	 1800.05
448165364	1619.3340	 1.2e+32	 1.4e+35	 2400.01
448165364	1599.1601	 6.9e+31	 3.3e+34	  720.02
448165364	1628.6993	 1.3e+32	 1.7e+35	 3239.98
448165364	1636.3034	 2.5e+32	 2.9e+35	 2399.97
460049532	1606.3078	 8.2e+31	 7.1e+34	 1799.98
265179710	1637.2149	 8.2e+31	 8.0e+34	 1920.04
293466528	1635.2537	 2.9e+32	 5.2e+35	 4560.09
293466528	1662.6777	 3.7e+32	 6.2e+35	 4920.04
452632430	1642.9153	 1.2e+32	 1.2e+35	 2399.96
452632430	1627.1044	 9.0e+31	 5.5e+34	 1079.99
452632430	1631.5655	 4.4e+31	 2.2e+34	  839.99
452632430	1630.2571	 4.3e+31	 1.1e+35	 4079.96
255989063	1629.9880	 8.2e+31	 3.1e+34	  840.02
255989063	1643.2980	 7.5e+31	 8.0e+34	 1800.02
311794619	1626.1434	 5.0e+31	 9.2e+34	 2640.07
311794619	1675.9060	 8.0e+31	 4.9e+34	 1199.97
311794619	1675.9754	 9.9e+31	 1.6e+35	 3479.92
311794619	1657.3257	 5.8e+31	 1.2e+35	 3719.98
311794619	1664.7020	 4.3e+31	 8.1e+34	 2879.97
357567470	1636.6802	 6.5e+31	 6.1e+34	 1679.99
357567470	1637.2969	 8.8e+31	 2.3e+35	 4559.97
273699558	1659.1913	 2.4e+31	 1.9e+34	 1320.02
306202919	1659.4515	 8.2e+31	 7.9e+34	 2159.98
152560209	1386.9822	 3.4e+32	 4.7e+35	 4680.12
152560209	1422.9688	 5.7e+31	 2.9e+34	  960.00
277104322	1425.6014	 6.3e+32	 4.5e+35	 1680.00
380436218	1429.2460	 7.6e+31	 4.5e+34	 1079.99
382577844	1436.2701	 4.2e+32	 4.2e+35	 1920.03
382577844	1412.3002	 1.5e+32	 1.7e+35	 1680.03
382577844	1545.6831	 3.1e+32	 3.3e+35	 1920.01
255590987	1463.3015	 7.4e+31	 1.1e+35	 3120.03
255590987	1478.1614	 7.4e+31	 5.4e+34	 1680.01
255590987	1510.5251	 2.3e+31	 1.6e+34	 1079.99
  7491381	1469.0019	 1.1e+32	 8.0e+34	 1559.99
  7491381	1470.5130	 4.1e+31	 9.1e+34	 3359.98
  7491381	1486.3100	 3.7e+31	 2.3e+34	  959.98
  7491381	1489.2516	 6.9e+31	 2.1e+35	 6959.85
130297425	1483.3532	 4.2e+31	 5.3e+34	 2880.04
130297425	1514.7144	 3.3e+31	 3.2e+34	 1559.98
130297425	1515.6282	 1.0e+32	 1.7e+35	 5039.93
237971228	1468.6623	 3.7e+32	 4.2e+35	 3000.05
255704443	1483.7835	 8.2e+31	 3.5e+34	  720.00
255704443	1535.7372	 2.3e+32	 4.6e+35	 4679.91
238079062	1499.6707	 8.5e+31	 1.0e+35	 2160.01
260848905	1495.7734	 6.3e+31	 1.2e+35	 3360.08
260848905	1511.4070	 8.7e+31	 1.4e+35	 3720.05
260848905	1524.0446	 8.1e+31	 2.9e+34	  840.01
260848905	1547.7849	 5.9e+31	 1.1e+35	 3479.99
118541883	1527.4115	 1.6e+32	 1.9e+35	 2640.04
118541883	1558.4978	 8.8e+31	 1.9e+35	 3839.99
118541883	1580.2031	 6.8e+31	 1.2e+35	 2759.95
118541883	1588.2668	 7.8e+31	 6.6e+34	 1559.97
118541883	1592.9223	 1.2e+32	 2.1e+35	 3839.91
342169848	1522.2807	 9.2e+31	 8.7e+34	 1920.03
342169848	1517.6362	 6.0e+31	 3.6e+34	 1200.02
342169848	1524.8779	 6.9e+31	 7.4e+34	 2040.02
342169848	1555.1933	 1.6e+32	 2.2e+35	 3599.96
342169848	1552.2280	 4.3e+31	 3.0e+34	 1080.00
342169848	1579.7250	 5.6e+31	 2.1e+35	 5999.88
383664368	1528.4990	 3.4e+32	 7.6e+35	 5280.09
383664368	1547.1729	 1.3e+32	 1.4e+35	 2880.03
383664368	1554.1896	 6.2e+31	 9.8e+34	 3120.00
383664368	1551.1104	 6.4e+31	 1.2e+35	 3000.02
383664368	1586.0241	 6.0e+31	 8.0e+34	 2519.96
383664368	1595.0684	 7.2e+31	 5.6e+34	 1559.96
383664368	1579.3825	 2.2e+32	 2.2e+35	 3239.95
238122631	1524.6541	 1.2e+32	 7.7e+34	 1319.99
308667775	1528.2011	 4.7e+31	 3.2e+34	  960.01
308667775	1566.6401	 1.7e+32	 1.1e+35	 1559.99
308667775	1553.2193	 6.4e+31	 9.7e+34	 2160.00
382528981	1541.7025	 2.3e+32	 1.7e+35	 1320.00
382528981	1600.3493	 2.9e+32	 5.7e+35	 3239.95
382528981	1614.7380	 5.2e+32	 1.2e+36	 5159.91
360709162	1554.6516	 1.2e+32	 1.8e+35	 3120.05
360709162	1559.1767	 9.8e+31	 8.5e+34	 1680.03
